id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Grease Pencil Draw Mode,Blender,3D Viewport — Header — Mode — Draw Mode,"The mode for sketching strokes onto a Grease Pencil object, with brushes, colours and placement options (on surfaces, on a plane, or in screen space). Drawing onto surfaces lets you annotate directly on a facade.",Ctrl+Tab,,intermediate,grease pencil|draw|mode,create|document,annotation,annotate,,,https://docs.blender.org/manual/en/latest/
,Grease Pencil Draw Tool,Blender,3D Viewport — Draw Mode — Toolbar — Draw,"The freehand pen for Grease Pencil strokes, with pressure-sensitive radius and opacity on a tablet. Treat it like a fineliner over the model — quick option sketches without leaving the 3D scene.",,,beginner,grease pencil|draw|sketch,create|document,annotation,annotate,,,https://docs.blender.org/manual/en/latest/
,Grease Pencil Erase,Blender,3D Viewport — Draw Mode — Toolbar — Erase,"Erases Grease Pencil strokes, by point, stroke or soft dissolve. Hold Ctrl while using the Draw tool for quick temporary erasing.",,,beginner,grease pencil|erase,edit,annotation,cut,,,https://docs.blender.org/manual/en/latest/
,Grease Pencil Layers,Blender,Properties — Object Data (Grease Pencil) — Layers,"Grease Pencil objects hold strokes on stacked layers with independent opacity, blending and visibility. Keep sketch iterations on separate layers so design options can be toggled like tracing paper.",,,intermediate,grease pencil|layers|organise,organise,annotation|layer,,,,https://docs.blender.org/manual/en/latest/
,Grease Pencil Line Tool,Blender,3D Viewport — Draw Mode — Toolbar — Line,"Drags out straight Grease Pencil strokes, with siblings for arcs, curves, boxes and circles in the same toolbar group. The tool for tidy diagrammatic overlays rather than freehand sketching.",,,beginner,grease pencil|line|diagram,create|document,annotation,annotate,,,https://docs.blender.org/manual/en/latest/
,Grid Fill,Blender,3D Viewport — Edit Mode — Face — Grid Fill,"Fills a closed boundary loop with a clean grid of quads, blending to match the surrounding surface. The best way to cap cylinders and rebuild missing patches with usable topology.",,,advanced,fill|quads|topology,create|edit,mesh|subd,join|smooth,,,https://docs.blender.org/manual/en/latest/
,Hide Selected,Blender,3D Viewport — Object — Show/Hide — Hide Selected,Temporarily hides the selected objects (or selected geometry in Edit Mode) from the viewport. Use it to get obstructions out of the way while you work inside a building.,H,,beginner,hide|visibility,organise|visualise,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Hide Unselected,Blender,3D Viewport — Object — Show/Hide — Hide Unselected,"Hides everything except the current selection — an instant isolate. Unlike Local View it persists until you unhide, which suits longer focused sessions.",Shift+H,,beginner,hide|isolate|visibility,organise|visualise,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Image Texture Node,Blender,Shader Editor — Add — Texture — Image Texture,"Loads an image and outputs its colours for use in a material, mapped through the object's UVs. The basis of any photographic or scanned material — brick, timber, stone — applied to architecture.",,,beginner,texture|image|material,create|visualise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Import FBX,Blender,Topbar — File — Import — FBX (.fbx),"Imports FBX files, the common interchange for game engines and 3ds Max/Maya assets, including hierarchies, materials and animation. Furniture manufacturers' asset downloads frequently arrive in FBX.",,,intermediate,import|fbx|assets,create|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Import glTF,Blender,Topbar — File — Import — glTF 2.0 (.glb/.gltf),"Imports glTF/GLB, the modern open standard for 3D assets on the web, with PBR materials that map cleanly onto Blender's Principled BSDF. Increasingly the best-behaved format for downloaded assets.",,,intermediate,import|gltf|web,create|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Import Images as Planes,Blender,3D Viewport — Object Mode — Add — Image — Mesh Plane,"Creates a correctly proportioned, textured plane from an image file in one step (built into the Add menu from Blender 4.2; previously the bundled Images as Planes add-on). Ideal for site photos, reference elevations and cut-out people or trees in visuals.",,,beginner,image|reference|entourage,create|visualise,mesh|annotation,,,,https://docs.blender.org/manual/en/latest/
,Import OBJ,Blender,Topbar — File — Import — Wavefront (.obj),"Imports OBJ geometry with materials, a near-universal exchange format from SketchUp, Rhino and render asset libraries. Watch the scale and up-axis options — other packages often disagree with Blender's Z-up metres.",,,beginner,import|obj|exchange,create|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Import STL,Blender,Topbar — File — Import — STL (.stl),"Imports STL triangle meshes, the standard for 3D printing and much scan data. Expect dense triangulated geometry — Limited Dissolve and Decimate are your friends afterwards.",,,beginner,import|stl|3d print,create|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Increment Snap,Blender,3D Viewport — During Transform,"Holding Ctrl during a transform snaps to the active snapping increment or target — grid steps by default, or vertices/faces if snapping is configured. It temporarily inverts the snap toggle, so it also disables snapping when snapping is already on.",Hold Ctrl,,beginner,snap|transform|grid,transform,mesh|curve,move,,,https://docs.blender.org/manual/en/latest/
,Insert Keyframe,Blender,3D Viewport — Object — Animation — Insert Keyframe,"Records the current value of location, rotation, scale or other channels at the current frame. Two keyframes on a camera are enough for a simple architectural fly-through; hover over any property field and press I to key that property alone.",I,,beginner,animation|keyframe,create|edit,view,move,,,https://docs.blender.org/manual/en/latest/
,Inset Faces,Blender,3D Viewport — Edit Mode — Mesh — Inset Faces,"Creates a smaller face inside the selected one, connected by a border — press I again during the operation to inset each face individually. The classic first step for window and panel openings: inset, then extrude the inner face inward.",I,,beginner,inset|faces|openings,create|edit,mesh,offset,,,https://docs.blender.org/manual/en/latest/
,Interactive Mirror,Blender,3D Viewport — Object Mode — Object — Mirror,"Mirrors the selection interactively — press X, Y or Z after invoking to choose the axis, relative to the current pivot point. For live, editable symmetry prefer the Mirror Modifier.",Ctrl+M,,intermediate,mirror|symmetry|transform,transform,mesh|curve,mirror,,,https://docs.blender.org/manual/en/latest/
,Invert Brush Stroke,Blender,3D Viewport — Sculpt Mode,Holding Ctrl while sculpting reverses the brush direction — Draw carves in instead of building up. Valleys and cuttings are just inverted hills.,Hold Ctrl,,beginner,sculpt|invert,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Invert Mask,Blender,3D Viewport — Sculpt Mode — Mask — Invert Mask,"Swaps masked and unmasked regions. A standard rhythm: mask an area, invert, and sculpt only inside it.",Ctrl+I,,intermediate,sculpt|mask|invert,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Invert Selection,Blender,3D Viewport — Select — Invert,"Swaps selected and unselected. Often the fastest route: select the few things you do not want, then invert.",Ctrl+I,,beginner,select|invert,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Join,Blender,3D Viewport — Object Mode — Object — Join,"Merges all selected objects into the active (last-selected) one, keeping material assignments. Use it to consolidate loose parts before export or when a wall built from pieces should behave as one object.",Ctrl+J,,beginner,join|merge|combine,edit|organise,mesh|curve,join,,,https://docs.blender.org/manual/en/latest/
,Join in New Frame,Blender,Shader Editor — Node — Join in New Frame,Wraps the selected nodes in a labelled frame that moves as one block. Frames plus labels are the difference between a readable material graph and spaghetti.,Ctrl+J,,intermediate,nodes|frame|organise,organise,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Jump to End,Blender,Timeline — Playback,Moves the playhead to the final frame of the range — useful for checking the closing composition of a camera move.,Shift+Right,,beginner,animation|playback|navigation,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Jump to Next Keyframe,Blender,Timeline — Playback,Skips the playhead forward to the next keyframe of the selected object. Much faster than scrubbing when editing a sparse camera animation.,Up,,intermediate,animation|keyframe|navigation,visualise|edit,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Jump to Previous Keyframe,Blender,Timeline — Playback,Skips the playhead back to the previous keyframe of the selected object. The counterpart to Jump to Next Keyframe.,Down,,intermediate,animation|keyframe|navigation,visualise|edit,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Jump to Start,Blender,Timeline — Playback,Moves the playhead to the first frame of the range. Get in the habit before playing back a take from the top.,Shift+Left,,beginner,animation|playback|navigation,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Knife,Blender,3D Viewport — Edit Mode — Toolbar — Knife,"Cuts new edges freehand across faces by clicking points; press A to constrain to angles, Z to cut through the whole mesh, and Enter to confirm. Use it to carve arbitrary lines — a diagonal brace, a crack, a custom panel joint — where loop cuts cannot go.",K,,intermediate,knife|cut|topology,edit,mesh,cut,,,https://docs.blender.org/manual/en/latest/
,Knife Project,Blender,3D Viewport — Edit Mode — Mesh — Knife Project,"Projects the outline of another object (often a curve or text) through the view onto the mesh being edited, cutting its shape in. A powerful way to cut signage, logos or complex opening shapes into a facade.",,,advanced,knife|project|cut,edit,mesh|curve,cut,,,https://docs.blender.org/manual/en/latest/
,Lasso Select,Blender,3D Viewport — Select — Lasso Select,Draw a freehand loop around the items you want selected. Useful when a rectangular box would catch too much.,Ctrl+RMB drag,,intermediate,select|lasso,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Lattice Modifier,Blender,Properties — Modifier Properties — Deform — Lattice,"Deforms the mesh through a low-resolution lattice cage — move a handful of lattice points and the dense mesh follows smoothly. A controllable way to taper, twist or gently bend a whole massing model.",,,advanced,lattice|deform|cage,transform|edit,mesh,move|scale,,,https://docs.blender.org/manual/en/latest/
,Limited Dissolve,Blender,3D Viewport — Edit Mode — Mesh — Delete — Limited Dissolve,"Dissolves edges and vertices that lie within an angle threshold of being flat, merging coplanar faces into larger n-gons. The single most useful cleanup for triangulated CAD and IFC imports — it turns tessellated walls back into simple faces.",,,intermediate,dissolve|cleanup|import,edit|organise,mesh,join|smooth,,,https://docs.blender.org/manual/en/latest/
,Link/Transfer Data,Blender,3D Viewport — Object Mode — Object — Link/Transfer Data,"Copies data from the active object to the other selected ones: materials, modifiers, object data and more. A quick way to push one wall's material or modifier stack onto twenty others.",Ctrl+L,,intermediate,link|materials|modifiers,organise|edit,mesh|curve,copy,,,https://docs.blender.org/manual/en/latest/
,Lock Camera to View,Blender,3D Viewport — Sidebar — View — Lock Camera to View,"While in camera view, viewport navigation moves the camera itself, letting you frame a shot with the usual orbit and pan controls. Remember to untick it afterwards or you will nudge your composition by accident.",,,intermediate,camera|navigation|composition,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Loop Cut and Slide,Blender,3D Viewport — Edit Mode — Toolbar — Loop Cut,"Inserts a new edge loop running around the mesh; scroll for multiple evenly spaced loops, then slide to position (or right-click to leave them centred). The main way to add subdivision exactly where you need it — floor lines on a tower, or control loops before subdivision surfaces.",Ctrl+R,,beginner,loop cut|topology|subdivide,edit,mesh|subd,cut|split,,,https://docs.blender.org/manual/en/latest/
,Make Links,Blender,Shader Editor — Node — Make Links,Connects the outputs of selected nodes to the inputs of the active one. Quicker than dragging noodles once a graph gets dense.,F,,intermediate,nodes|connect|links,edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Make Node Group,Blender,Shader Editor — Node — Make Group,Collapses the selected nodes into a reusable group with its own inputs and outputs. Build a brick or concrete material group once and reuse it across every project.,Ctrl+G,,advanced,nodes|group|reuse,organise|create,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Make Segment,Blender,3D Viewport — Edit Mode (Curve) — Curve — Make Segment,"Connects two selected end points with a new segment, joining separate splines within the same curve object. The curve equivalent of making an edge between vertices.",F,,intermediate,curve|join|segment,edit|create,curve,join,,,https://docs.blender.org/manual/en/latest/
,Make Single User,Blender,3D Viewport — Object Mode — Object — Relations — Make Single User,Breaks shared data links so a linked duplicate gets its own independent copy of the mesh or material. Use it when one instance of a repeated element needs to become unique.,,,advanced,instance|linked|data,organise|edit,mesh|curve,split,,,https://docs.blender.org/manual/en/latest/
,Mark Seam,Blender,3D Viewport — Edit Mode — Edge — Mark Seam,"Flags the selected edges as UV seams — the lines along which the surface will be cut open when unwrapping. Place seams where a real material would naturally break: internal corners, junctions and hidden edges.",,,intermediate,uv|seam|unwrap,edit,mesh,cut,,,https://docs.blender.org/manual/en/latest/
,Mark Sharp,Blender,3D Viewport — Edit Mode — Edge — Mark Sharp,Tags edges as sharp so smooth shading breaks across them. Combine with Shade Smooth by Angle to keep crisp arrises on otherwise smoothed forms.,,,intermediate,sharp|shading|normals,edit|visualise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Material Slots,Blender,Properties — Material Properties — Slot List,"The list of materials an object carries; each face is assigned to one slot. Multiple slots let a single wall object carry plaster inside, brick outside and a painted reveal.",,,intermediate,material|slots|organise,organise|visualise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Measure Tool,Blender,3D Viewport — Toolbar — Measure,"Drags dimension lines between points in the viewport, snapping to geometry when Ctrl is held, and can also read angles off surfaces. The quickest sanity check that a stair, corridor or ceiling height is actually the size you intended.",,,beginner,measure|dimensions|check,analyse|document,view|annotation,measure,,,https://docs.blender.org/manual/en/latest/
,Menu Search,Blender,Topbar — Edit — Menu Search,Type-to-search across every menu entry available in the current context and run it directly. The fastest way to find a command whose shortcut you have forgotten.,F3,,beginner,search|interface|productivity,organise,view,,,,https://docs.blender.org/manual/en/latest/
,Merge,Blender,3D Viewport — Edit Mode — Mesh — Merge,"Collapses the selected vertices into one, at the centre, the cursor, the first or last selected, or by collapsing each edge. Essential for closing gaps and tidying topology after joins.",M,,beginner,merge|vertices|cleanup,edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Merge by Distance,Blender,3D Viewport — Edit Mode — Mesh — Merge — By Distance,Welds together all selected vertices closer than a threshold distance. The standard cleanup for imported CAD geometry full of coincident duplicate vertices — run it and watch the vertex count drop.,M,,intermediate,merge|cleanup|import,edit|organise,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Mirror Modifier,Blender,Properties — Modifier Properties — Generate — Mirror,"Mirrors the mesh live across the object's origin or another object such as an empty, with optional clipping so geometry cannot cross the mirror plane. Model half a symmetrical building and let the modifier maintain the other half.",,,beginner,mirror|symmetry|modifier,create|edit,mesh,mirror,,,https://docs.blender.org/manual/en/latest/
,Mode Pie Menu,Blender,3D Viewport — Header — Mode,"Radial menu for switching between Object, Edit, Sculpt and the other interaction modes of the active object. Quicker than the header dropdown once it becomes muscle memory.",Ctrl+Tab,,beginner,mode|pie menu|workflow,organise,view,,,,https://docs.blender.org/manual/en/latest/
,Move,Blender,3D Viewport — Object — Transform — Move,"Grabs the selection so it follows the mouse; click to confirm or right-click to cancel. Follow with X, Y or Z to lock the move to an axis, or type a number for an exact distance.",G,,beginner,transform|move|grab,transform,mesh|curve|point,move,,,https://docs.blender.org/manual/en/latest/
,Move to Collection,Blender,3D Viewport — Object Mode — Object — Collection — Move to Collection,"Files the selected objects into an existing or new collection. Collections are Blender's layer system — organise a project into Structure, Envelope, Context, Furniture and so on, and toggle them in the Outliner.",M,,beginner,collection|layers|organise,organise,layer,,,,https://docs.blender.org/manual/en/latest/
,Multiresolution Modifier,Blender,Properties — Modifier Properties — Generate — Multiresolution,Stores multiple subdivision levels on one mesh so you can sculpt fine detail at high resolution while keeping a light base mesh. The sculpting-oriented sibling of Subdivision Surface.,,,advanced,multires|sculpt|subdivision,edit|create,mesh|subd,smooth,,,https://docs.blender.org/manual/en/latest/
,Mute Node,Blender,Shader Editor — Node — Toggle Node Mute,"Temporarily bypasses the selected nodes, passing data straight through. Perfect for A/B testing what a node — say, a roughness map — is contributing to the material.",M,,intermediate,nodes|mute|debug,edit|analyse,mesh,,,,https://docs.blender.org/manual/en/latest/
,New Edge/Face from Vertices,Blender,3D Viewport — Edit Mode — Vertex — New Edge/Face from Vertices,Creates an edge between two selected vertices or a face across three or more. The bread-and-butter tool for manually stitching geometry together and closing openings.,F,,beginner,face|edge|fill,create|edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,New Material,Blender,Properties — Material Properties — New,"Creates a material on the active object, based on the Principled BSDF shader. Name materials by finish — Concrete Fair-Faced, Oak Flooring, Glass Clear — and reuse them across objects for a consistent palette.",,,beginner,material|shading|finish,create|visualise,mesh|curve,,,,https://docs.blender.org/manual/en/latest/
,Next Frame,Blender,Timeline — Playback,Steps the playhead forward one frame. Frame-by-frame stepping is how you catch a camera clipping through a doorway.,Right,,beginner,animation|frame|navigation,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,NLA Push Down,Blender,Nonlinear Animation — Edit — Push Down Action,"Converts the object's current action into a strip in the Nonlinear Animation editor, where clips can be layered, repeated and blended. Useful for assembling long presentations from reusable camera moves.",,,advanced,animation|nla|clips,organise|edit,view,array,,,https://docs.blender.org/manual/en/latest/
,Numeric Transform Input,Blender,3D Viewport — During Transform,"Typing numbers during any transform applies exact values — G, X, 2.4, Enter moves precisely 2.4 units along X. With scene units set to metric this is how you model to real dimensions.",Type digits during transform,,beginner,transform|precision|dimensions,transform|edit,mesh|curve,move|rotate|scale,,,https://docs.blender.org/manual/en/latest/
,Offset Edge Slide,Blender,3D Viewport — Edit Mode — Edge — Offset Edge Slide,Adds a new edge loop either side of the selected one and slides them symmetrically. Handy for framing a feature line with evenly spaced parallel loops in one action.,Shift+Ctrl+R,,advanced,edge|loop|offset,edit,mesh,offset|split,,,https://docs.blender.org/manual/en/latest/
,Open,Blender,Topbar — File — Open,Opens an existing .blend file. The Recent list under File is usually quicker for project files you touch daily.,Ctrl+O,,beginner,file|open,organise,layout,,,,https://docs.blender.org/manual/en/latest/
,Opposite View,Blender,3D Viewport — View — Viewpoint,"Holding Ctrl with the numpad view keys flips to the opposite side: back, left or bottom. Handy for checking the rear elevation or underside without orbiting manually.",Ctrl+Numpad 1 / 3 / 7,,beginner,navigation|viewpoint,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Orbit View,Blender,3D Viewport — View — Navigation,Rotates the viewport around the current view centre so you can inspect a model from any angle. The workhorse of viewport navigation — combine it with Frame Selected to keep orbiting around the object you care about.,MMB drag,,beginner,navigation|viewport|camera,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Outliner Visibility Toggle,Blender,Outliner,"The eye, camera and screen icons beside each object and collection in the Outliner control viewport visibility, render visibility and selectability. Turning off render visibility for context massing keeps it out of final images while still on screen.",,,beginner,outliner|visibility|render,organise|visualise,layer|view,,,,https://docs.blender.org/manual/en/latest/
,Output Resolution and Format,Blender,Properties — Output Properties,"Sets render resolution, aspect, frame range and file format/path. For print deliverables work out pixel size from the target physical size and DPI; PNG for stills, and image sequences rather than video files for long animations.",,,beginner,output|resolution|format,document|visualise,view|layout,,,,https://docs.blender.org/manual/en/latest/
,Pack Islands,Blender,UV Editor — UV — Pack Islands,Rearranges all UV islands to fit efficiently within the 0–1 texture square with even spacing. Run it after unwrapping so no texture space is wasted.,,,intermediate,uv|pack|layout,organise|edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Pan View,Blender,3D Viewport — View — Navigation,Slides the view sideways or vertically without rotating it. Use it to re-centre a facade or plan while keeping your current viewing angle.,Shift+MMB drag,,beginner,navigation|viewport,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Paste Objects,Blender,3D Viewport — Object Mode — Object — Paste Objects,"Pastes objects copied with Ctrl+C, even from another Blender instance. A lightweight way to pull a detail or asset from one project file into another.",Ctrl+V,,beginner,paste|clipboard,create|organise,mesh|curve,copy,,,https://docs.blender.org/manual/en/latest/
,Pin UVs,Blender,UV Editor — UV — Pin,"Pins the selected UV vertices so subsequent unwraps leave them exactly where you placed them. Pin the corners you have aligned to a texture, then re-unwrap and the rest follows.",P,,advanced,uv|pin,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Pivot Point Pie Menu,Blender,3D Viewport — Header — Transform Pivot Point,"Chooses what transforms pivot around: median point, 3D cursor, individual origins, active element or bounding box centre. Switching to 3D Cursor lets you rotate a stair flight about a newel post, or scale a facade from one corner.",.,,intermediate,pivot|transform|cursor,transform,mesh|curve|view,rotate|scale,,,https://docs.blender.org/manual/en/latest/
,Plane Lock,Blender,3D Viewport — During Transform,"Holding Shift with an axis key during a transform excludes that axis, constraining movement to the remaining plane. Shift+Z, for instance, slides objects around the ground plane without changing their height.",Shift+X / Shift+Y / Shift+Z,,intermediate,transform|plane|constraint,transform,mesh|curve,move|scale,,,https://docs.blender.org/manual/en/latest/
,Play Animation,Blender,Timeline — Playback,"Plays the animation from the current frame in every open editor. If playback stutters, the viewport cannot keep up with the scene — the final render will still be smooth.",Space,,beginner,animation|playback,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Play Animation in Reverse,Blender,Timeline — Playback,Plays backwards from the current frame. Occasionally useful for scrubbing back through a walkthrough to find a moment.,Shift+Ctrl+Space,,intermediate,animation|playback,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Precision Mode,Blender,3D Viewport — During Transform,Holding Shift during a transform slows the movement right down for fine adjustment. Combine with axis locking when nudging elements into final position.,Hold Shift,,beginner,transform|precision,transform,mesh|curve,move|rotate|scale,,,https://docs.blender.org/manual/en/latest/
,Preferences,Blender,Topbar — Edit — Preferences,"Opens Blender's preferences: keymap, themes, add-ons and input settings. This is where you enable extensions such as Node Wrangler or import add-ons, and where you can turn on Emulate Numpad for laptops.","Ctrl+,",,beginner,preferences|settings|add-ons,organise,layout,,,,https://docs.blender.org/manual/en/latest/
,Preview Node Output,Blender,Shader Editor — Node Wrangler,"With the bundled Node Wrangler add-on enabled, Ctrl+Shift+clicking any node temporarily wires it to the output so you see exactly what it produces. Indispensable for debugging texture chains — enable Node Wrangler in Preferences first.",Ctrl+Shift+Click,Node Wrangler,intermediate,nodes|preview|node wrangler,analyse|visualise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Previous Frame,Blender,Timeline — Playback,Steps the playhead back one frame. Pairs with Next Frame for fine inspection of movement.,Left,,beginner,animation|frame|navigation,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Principled BSDF,Blender,Shader Editor — Add — Shader — Principled BSDF,"The physically based uber-shader behind almost every material: base colour, roughness, metallic, transmission and more in one node. Most real-world finishes need only a handful of its sliders — glass is mainly transmission, brushed steel is metallic plus roughness.",,,intermediate,shader|pbr|material,visualise|create,mesh,,,,https://docs.blender.org/manual/en/latest/
,Principled Texture Setup,Blender,Shader Editor — Node Wrangler,"With Node Wrangler enabled and a Principled BSDF selected, this imports a folder of PBR texture maps — colour, roughness, normal, displacement — and wires them all correctly in one step. Turns setting up a downloaded material library texture into a five-second job.",Ctrl+Shift+T,Node Wrangler,intermediate,nodes|pbr|textures|node wrangler,create|visualise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Project from View,Blender,3D Viewport — Edit Mode — UV — Project from View,"Maps UVs directly from the current viewport angle, like projecting a slide onto the model. Ideal for mapping a facade photograph onto a flat elevation surface.",U,,intermediate,uv|projection|facade,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Proportional Editing,Blender,3D Viewport — Header — Proportional Editing,Transforms fall off smoothly onto surrounding geometry within an adjustable radius (scroll to resize during the transform). Use it to shape terrain or gently deform a surface without harsh steps.,O,,intermediate,proportional|falloff|terrain,transform|edit,mesh|curve,move|smooth,,,https://docs.blender.org/manual/en/latest/
,Proportional Falloff,Blender,3D Viewport — Header — Proportional Editing Dropdown,"Cycles the proportional editing falloff profile — smooth, sphere, sharp, linear, random and more. Different profiles give very different landforms when sculpting site topography from a grid.",Shift+O,,intermediate,proportional|falloff,transform|edit,mesh|curve,smooth,,,https://docs.blender.org/manual/en/latest/
,Quick Favourites,Blender,Topbar — Edit,A personal pop-up menu of commands you have bookmarked; right-click any menu item and choose Add to Quick Favourites to include it. Build one per workflow — for example your most-used modifiers.,Q,,beginner,interface|productivity|customisation,organise,view,,,,https://docs.blender.org/manual/en/latest/
,Recalculate Normals Inside,Blender,3D Viewport — Edit Mode — Mesh — Normals — Recalculate Inside,Points all selected normals inward — the inverse of Recalculate Outside. Occasionally needed for interior-only shells such as a room used as a set for interior renders.,Shift+Ctrl+N,,advanced,normals|shading,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Recalculate Normals Outside,Blender,3D Viewport — Edit Mode — Mesh — Normals — Recalculate Outside,"Makes all selected face normals point outward from the enclosed volume. Fixes the classic symptoms of flipped normals — black faces in renders, inside-out booleans and shading artefacts.",Shift+N,,intermediate,normals|cleanup|shading,edit|analyse,mesh,,,,https://docs.blender.org/manual/en/latest/
,Redo,Blender,Topbar — Edit — Redo,Re-applies a change you have just undone. Combined with Undo it lets you flick between two states to compare a design decision.,Ctrl+Shift+Z,,beginner,history|safety,edit,view,,,,https://docs.blender.org/manual/en/latest/
,Remesh Modifier,Blender,Properties — Modifier Properties — Generate — Remesh,"Rebuilds the mesh with uniform topology, most usefully in voxel mode. Good for consolidating messy boolean results or scan data into a single watertight surface, at the cost of sharp detail.",,,advanced,remesh|voxel|topology,edit,mesh,smooth,,,https://docs.blender.org/manual/en/latest/
,Rename Object,Blender,3D Viewport — Object — Rename Active Object,Pops up a small field to rename the active object in place. Consistent naming pays off enormously once a scene grows past a few dozen objects.,F2,,beginner,rename|organise,organise,mesh|curve|layer,,,,https://docs.blender.org/manual/en/latest/
,Render Animation,Blender,Topbar — Render — Render Animation,"Renders every frame in the scene's frame range to the output path. Set the output folder and format in Output Properties first — frames write to disk as they finish, so an interrupted render keeps its progress.",Ctrl+F12,,intermediate,render|animation|walkthrough,visualise|document,view,,,,https://docs.blender.org/manual/en/latest/
,Render Image,Blender,Topbar — Render — Render Image,Renders a still from the active camera with the current engine and settings. Remember to save the result from the render window — it is not written to disk automatically.,F12,,beginner,render|output|image,visualise|document,view,,,,https://docs.blender.org/manual/en/latest/
,Render Region,Blender,3D Viewport — View — View Regions — Render Region,Drag a box (in camera view) to restrict rendering to just that region of the frame. Ideal for test-rendering one tricky corner of an image without paying for the whole frame.,Ctrl+B,,advanced,render|region|test,visualise|analyse,view,,,,https://docs.blender.org/manual/en/latest/
,Rendered Viewport Shading,Blender,3D Viewport — Header — Viewport Shading — Rendered,"Displays the viewport using the actual render engine, complete with lights and world environment. Design lighting interactively here rather than guessing and pressing F12.",Z,,beginner,render|viewport|preview,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Repeat Last,Blender,Topbar — Edit — Repeat Last,"Runs the previous operation again with the same settings — for example re-applying an identical move or subdivide. Useful for rhythmic, repetitive edits such as spacing mullions.",Shift+R,,intermediate,productivity|repeat|operator,edit,view,,,,https://docs.blender.org/manual/en/latest/
,Right View,Blender,3D Viewport — View — Viewpoint,Aligns the viewport to look along the -X axis for a side elevation. Hold Ctrl to jump to the opposite (left) side instead.,Numpad 3,,beginner,navigation|viewpoint|elevation,visualise|document,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Rip Vertices,Blender,3D Viewport — Edit Mode — Vertex — Rip Vertices,"Tears the mesh apart along the selected vertices or edges, creating a hole and letting you drag one side away. Useful for opening a surface along a line, such as splitting a roof plane at the ridge.",V,,advanced,rip|split|topology,edit,mesh,split|move,,,https://docs.blender.org/manual/en/latest/
,Rip Vertices and Fill,Blender,3D Viewport — Edit Mode — Vertex — Rip Vertices and Fill,"Like Rip, but fills the gap left behind with new faces as you pull the ripped edge away. Extends a surface from an existing edge without leaving a hole.",Alt+V,,advanced,rip|fill|topology,edit,mesh,split|offset,,,https://docs.blender.org/manual/en/latest/
,Rotate,Blender,3D Viewport — Object — Transform — Rotate,"Rotates the selection around the current pivot point and view axis. Add an axis key and a number — for example R, Z, 45 — for a precise plan rotation.",R,,beginner,transform|rotate,transform,mesh|curve|point,rotate,,,https://docs.blender.org/manual/en/latest/
,Save,Blender,Topbar — File — Save,"Saves the current .blend file. Blender also writes numbered backups (.blend1) alongside, which can rescue you after a bad save.",Ctrl+S,,beginner,file|save,organise,layout,,,,https://docs.blender.org/manual/en/latest/
,Save As,Blender,Topbar — File — Save As,Saves the file under a new name or location. Use the + button in the file browser to auto-increment a version number — a simple way to keep design iterations.,Ctrl+Shift+S,,beginner,file|save|versioning,organise,layout,copy,,,https://docs.blender.org/manual/en/latest/
