id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,New,SketchUp,File,"Starts a fresh model from the default or a chosen template. Templates set units and style, so an office metric-millimetre template keeps every project starting consistently.",Ctrl+N,,beginner,file|new|template,create,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Open,SketchUp,File,"Opens an existing .skp model. SketchUp files are versioned — 2025 can open older files, but colleagues on older releases may need a back-saved copy via Save As.",Ctrl+O,,beginner,file|open|skp,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Save,SketchUp,File,"Saves the model; SketchUp also keeps an automatic backup (.skb on Windows, filename~.skp on Mac) alongside recovery auto-saves. Save little and often — heavy Boolean and terrain work is where crashes strike.",Ctrl+S,,beginner,file|save|backup,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Save As,SketchUp,File,"Saves under a new name or location, and can write older .skp versions for collaborators on previous releases. The tool for milestone copies at each design stage.",,,beginner,file|save-as|version,organise,,copy,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Save A Copy As,SketchUp,File,"Writes a snapshot copy to disk while you carry on working in the current file, which stays the active document. Handy for issuing a record copy mid-session without switching files.",,,intermediate,file|copy|issue|snapshot,organise,,copy,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Import,SketchUp,File,"Brings external files into the model: DWG/DXF site and floor plans, images to trace or use as textures, and 3D formats such as IFC, DAE and STL (format support varies by edition). Imported CAD arrives as a component — keep it grouped and locked as reference.",,,intermediate,import|dwg|image|reference,create|organise,curve|surface|mesh,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Export 2D Graphic,SketchUp,File,"Exports the current view as a raster image (PNG, JPG, TIFF) or 2D vector (PDF, EPS, DWG/DXF) at a chosen resolution. Set up a parallel-projection scene first to export elevations that redraw cleanly, or a styled perspective for report images.",,,intermediate,export|image|pdf|elevation,document,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Export 3D Model,SketchUp,File,"Writes the model out to 3D formats including DWG/DXF, DAE (Collada), FBX, OBJ, IFC, STL and glTF, depending on edition. The hand-off point to consultants, render engines, game engines and 3D printers.",,,intermediate,export|dwg|ifc|interchange,document,solid|mesh,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Send to LayOut,SketchUp,File,"Pushes the saved model into LayOut, SketchUp's companion drawing-sheet application, creating a linked viewport on a chosen template. The bridge from model to titled, scaled, dimensioned drawing sets that update when the model does.",,,intermediate,layout|sheets|documentation|link,document,layout,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Print,SketchUp,File,"Prints the current view, with a to-scale option available in parallel projection. Serviceable for quick check prints; proper scaled sheets are better produced through LayOut.",Ctrl+P,,beginner,print|file|scale,document,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Add Location,SketchUp,File,Geolocates the model on real map data and can import a snapshot of terrain and imagery for the site (File > Geo-location). Accurate location makes shadow studies meaningful and places the model correctly for context tools.,,,intermediate,geolocation|site|terrain|context,create|analyse,mesh|view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Generate Report,SketchUp,File,"Extracts component and attribute data from the model into a configurable tabular report (CSV) — counts, sizes, prices from dynamic attributes. Useful for door schedules, planting counts and rough quantity take-offs.",,,advanced,report|schedule|quantities|data,document|analyse,solid|annotation,measure,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Purge Unused,SketchUp,Window,"Deletes unused component definitions, materials, styles and tags from the file (Model Info > Statistics > Purge Unused). Run it after deleting Warehouse downloads — it routinely shrinks bloated files dramatically.",,,intermediate,purge|cleanup|file-size|maintenance,organise,solid|layer,cut,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Model Info,SketchUp,Window,"The model's settings hub: units and precision, dimension and text styling, geolocation, animation transitions, statistics and file fixing. Set units here first — it governs every typed measurement in the file.",,,beginner,settings|units|statistics|model,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Preferences,SketchUp,Window,"Application-wide options: keyboard shortcut editing, autosave interval, file locations, graphics settings and workspace choices. The Shortcuts page is where power users bind their most-used tools to single keys.",,,intermediate,preferences|shortcuts|settings|application,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,LayOut: SketchUp Model Viewport,SketchUp,File,"In LayOut, an inserted SketchUp model appears as a viewport tied to a saved scene, with per-viewport scale, style and rendering mode (raster, vector, hybrid). Because it stays linked, updating the model refreshes every sheet in the set.",,,intermediate,layout|viewport|scene|sheets,document,layout|view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,LayOut: Scaled Drawing,SketchUp,Window,"A LayOut drawing area where 2D linework is drawn at a true architectural scale, such as 1:50 or 1:100. Used for details, setting-out diagrams and embellishing model viewports with drafted information that measures correctly on the sheet.",,,intermediate,layout|scale|drafting|details,document|create,layout|curve,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,LayOut: Dimensions,SketchUp,Tools,"LayOut's linear and angular dimension tools snap to model geometry inside viewports and read true model measurements at the viewport's scale. The proper home for drawing-set dimensioning, updating when the linked model changes.",,,intermediate,layout|dimension|annotate|sheets,document,layout|annotation,annotate|measure,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Undo,SketchUp,Edit,Steps back through recent modelling operations. Note it does not undo camera moves — use Previous for that — which keeps design experimentation fast and low-risk.,Ctrl+Z,,beginner,undo|history|edit,edit,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Redo,SketchUp,Edit,Reinstates the last undone operation. Useful when flicking back and forth between two states of a design move to judge which reads better.,Ctrl+Y,,beginner,redo|history|edit,edit,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Cut,SketchUp,Edit,"Removes the selection to the clipboard for pasting elsewhere, including into another open SketchUp window. Combined with Paste In Place, it is the standard way to move geometry into a different group or component context.",Ctrl+X,,beginner,cut|clipboard|edit,edit,curve|surface|solid,cut|move,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Copy,SketchUp,Edit,"Copies the selection to the clipboard, ready to paste into this or another model. For copies within the same view, Move-copy with Ctrl is usually faster and more precise.",Ctrl+C,,beginner,copy|clipboard|edit,edit,curve|surface|solid,copy,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Paste,SketchUp,Edit,"Places clipboard contents attached to the cursor for positioning with a click. Works between SketchUp windows, making it easy to lift parts of one project into another.",Ctrl+V,,beginner,paste|clipboard|edit,edit,curve|surface|solid,copy|move,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Paste In Place,SketchUp,Edit,"Pastes clipboard geometry at exactly its original coordinates rather than on the cursor. The essential partner to Cut when restructuring — move geometry between groups, components or files without it shifting a millimetre.",,,intermediate,paste|in-place|restructure|clipboard,edit|organise,curve|surface|solid,move,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Delete,SketchUp,Edit,"Removes the selected entities from the model. Deleting an edge deletes the faces it bounds, so check what disappears — Undo is always one keystroke away.",Delete,,beginner,delete|remove|edit,edit,curve|surface|solid,cut,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Extension Warehouse,SketchUp,Extensions,"Trimble's curated store for installing SketchUp extensions from inside the application. The first stop when native tools run out — renderers, drawing aids, terrain tools and fabrication helpers.",,,intermediate,extensions|plugins|store|install,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Extension Manager,SketchUp,Extensions,"Enables, disables, updates and side-loads installed extensions (.rbz files). Disable heavyweight plugins you aren't using — a lean load-out keeps SketchUp starting and running faster.",,,intermediate,extensions|manage|rbz|plugins,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Instructor,SketchUp,Window,"A context-sensitive help panel that animates how the currently active tool works, including its modifier keys. Worth keeping open while learning — it surfaces the Ctrl and Shift behaviours beginners miss.",,,beginner,help|learning|tool-tips,document,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Large Tool Set,SketchUp,View,"A two-column toolbar (View > Toolbars) exposing the full core tool collection — drawing, modification, camera, section and walkthrough tools — without menu-diving. Most learners dock it while they build shortcut muscle memory.",,,beginner,toolbar|interface|tools,organise,,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,JointPushPull,SketchUp,Tools,"Extends Push/Pull to curved and multiple faces at once, with normal, vector and thickening modes. The go-to extension for giving curtain-wall glazing, vaults and curved shells a real material thickness.",,Fredo6 JointPushPull,advanced,extension|push-pull|curved|thickness,edit|create,surface|solid|mesh,thicken|offset,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,RoundCorner,SketchUp,Tools,"Fillets and chamfers edges and corners of 3D geometry with round, sharp or bevel profiles. Softens the toy-like sharpness of raw SketchUp models — eased worktops, bullnosed steps, bevelled panels.",,Fredo6 RoundCorner,advanced,extension|fillet|chamfer|bevel,edit,solid|curve,smooth|offset,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Curic Section,SketchUp,Extensions,"A professional sectioning extension that generates filled, hatched and lineweight-controlled section cuts well beyond native section fill. Popular for producing presentation-quality plans and sections directly from the model.",,Curic Section,advanced,extension|section|hatch|documentation,document|visualise,view|surface,cut|annotate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Import/Export STL,SketchUp,File,"The open-source SketchUp STL extension adds STL import and export under the File menu for 3D-printing workflows. Check geometry is a watertight solid in Entity Info before exporting, or the print will fail. Recent SketchUp versions also ship native STL support, so the extension mainly serves older installs.",,SketchUp STL,intermediate,extension|stl|3d-printing|export,document,solid|mesh,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
