id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Play In Editor,Unreal Engine,Level Editor Viewport,"Runs the level as an interactive experience directly in the editor, spawning the player at a Player Start or the camera position. It is how you test a client walkthrough exactly as it will be experienced, including collision, interactions and walking pace.",Alt+P,,beginner,pie|play|test|walkthrough|interactive,visualise|analyse,view,navigate,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Simulate,Unreal Engine,Level Editor Viewport,"Starts the game running while leaving you in the free editor camera rather than possessing a player. Useful for watching ambient systems, animated people, traffic, swaying vegetation, behave from any vantage point while still selecting and inspecting actors.",Alt+S,,intermediate,simulate|test|observe|editor,analyse|visualise,view,navigate,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Eject and Possess,Unreal Engine,Level Editor Viewport,"During a play session, F8 ejects you from the player pawn into the free editor camera, and pressing it again re-possesses. Ejecting mid-walkthrough to nudge a chair or tweak a light, then dropping straight back in, makes live polish sessions very fluid.",F8,,intermediate,eject|possess|pie|debug,edit|analyse,view,navigate,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Stop Play Session,Unreal Engine,Level Editor Viewport,"Ends the current play or simulate session and returns to editing. Any changes made to runtime actor state during play are discarded, which is worth remembering before spending effort adjusting things while playing rather than ejected.",Esc,,beginner,stop|pie|end session,edit,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Open Console,Unreal Engine,Level Editor Viewport,"Opens the command console for typing engine commands and console variables, with auto-completion as you type. It is the gateway to quick diagnostics and quality tweaks, from frame-rate statistics to resolution scaling, without opening any settings menus.",` (backtick),,intermediate,console|commands|cvars|diagnostics,analyse|edit,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Stat FPS,Unreal Engine,Level Editor Viewport,"The console command `stat fps` overlays the current frame rate and frame time on the viewport. It is the first sanity check before a live client walkthrough, since anything much below 30 fps reads as uncomfortable on screen.",,,beginner,stat|fps|performance|profiling|console,analyse,,measure,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Stat Unit,Unreal Engine,Level Editor Viewport,"The console command `stat unit` breaks frame time into game thread, render thread and GPU figures, revealing where a slow scene is actually bottlenecked. In archviz the GPU is usually the culprit, pointing towards lighter shadows, reflections or resolution rather than simpler logic.",,,intermediate,stat|unit|bottleneck|profiling|gpu,analyse,,measure,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Screen Percentage (r.ScreenPercentage),Unreal Engine,Level Editor Viewport,"The console variable `r.ScreenPercentage` renders internally at a fraction or multiple of output resolution, with upscaling filling the gap. Dropping to 70–80 per cent often rescues frame rate on laptop demos with modest visual cost, while values above 100 sharpen stills.",,,intermediate,screen percentage|resolution|upscaling|performance|cvar,edit|analyse,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Nanite Visualisation,Unreal Engine,Level Editor Viewport,"Viewport visualisation modes, under Show > Visualize > Nanite, that colour the scene by Nanite triangle clusters, overdraw and which meshes are Nanite-enabled. A quick pass tells you whether heavy imported assets are actually benefiting from virtualised geometry.",,,advanced,nanite|visualisation|debug|triangles,analyse,view|mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Lumen Visualisation,Unreal Engine,Level Editor Viewport,"Debug views that display the Lumen scene, surface cache and global illumination in isolation. When an interior corner looks oddly dark or a mirror-like wall misbehaves, these views show whether Lumen's simplified scene representation is capturing the geometry properly.",,,advanced,lumen|visualisation|debug|gi,analyse,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Landscape Sculpt,Unreal Engine,Landscape Mode,"Creates and shapes terrain with brush-based sculpt, smooth, flatten and ramp tools, or imports a heightmap for surveyed ground. Site topography, berms, swales and gentle falls around a building are modelled here rather than as static meshes.",,,intermediate,landscape|terrain|sculpt|heightmap|site,create|edit,surface|mesh,smooth,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Landscape Paint,Unreal Engine,Landscape Mode,"Paints blended material layers, grass, gravel, tarmac, bare earth, across the terrain using weight maps. Landscape material layers can automatically spawn ground-cover meshes, so painting a grass layer can also populate it with actual blades.",,,advanced,landscape|paint|layers|ground materials,edit|visualise,surface,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Foliage Paint,Unreal Engine,Foliage Mode,"Scatters instanced meshes, trees, shrubs, grasses, even repeated props, with a brush that randomises scale, rotation and density per species. Because instances render far more cheaply than individual actors, it is the correct tool for planting schemes of any real size.",,,intermediate,foliage|paint|vegetation|instancing|landscape,create,mesh,array,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Erase Foliage,Unreal Engine,Foliage Mode,"Removes painted foliage instances within the brush, by holding Shift with the paint tool or using the erase tool directly. Clearing planting away from paths, terraces and the building footprint after a generous first pass is quicker than painting carefully from the start.",Shift while painting,,beginner,foliage|erase|remove|brush,edit,mesh,cut,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,World Settings,Unreal Engine,Project Settings,"Per-level configuration, opened from Window > World Settings, covering the game mode, Lightmass quality and world-scale options. Archviz uses include assigning a walkthrough game mode with a suitable pawn, and tuning static lighting quality for baked scenes.",,,intermediate,world settings|level|game mode|lightmass,organise|edit,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Project Settings: Maps and Modes,Unreal Engine,Project Settings,"Sets the default level and game mode the project opens with, both in the editor and in a packaged build. Pointing the game default map at the polished presentation level is an essential step before packaging a client-facing walkthrough.",,,intermediate,project settings|default map|game mode|startup,organise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Package Project,Unreal Engine,Project Settings,"Compiles and cooks the project into a standalone application, via Platforms > Windows (or another target) > Package Project, that runs without the Unreal Editor. This is how an interactive walkthrough is delivered to a client or marketing suite as a double-clickable build.",,,advanced,package|build|standalone|deploy|executable,document,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
