id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Effect: Drop Shadow,Illustrator,Effect > Stylise,"Adds a live, editable shadow behind objects via the Appearance stack. A restrained drop shadow lifts building footprints off a site plan and gives figure-ground diagrams gentle depth.",,,beginner,effect|shadow|depth,edit|visualise,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Effect: 3D and Materials,Illustrator,Effect > 3D and Materials,"Extrudes, revolves or inflates flat artwork into rendered 3D with lighting and materials. Quick for turning a plan shape into a simple massing axonometric without opening a modelling package.",,,advanced,effect|3d|extrude,create|visualise,curve|solid,thicken,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Effect: Transform,Illustrator,Effect > Distort & Transform,"Applies a live, editable transform - including multiple copies - as an effect. Elegant for parametric-feeling arrays: one balustrade module becomes fifty, all still driven by the original.",,,advanced,effect|transform|array,transform|create,curve,array|copy|move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Apply Last Effect,Illustrator,Effect,Re-applies the most recent effect with identical settings to the current selection. Keeps a family of diagram objects visually consistent without reopening dialogues.,Shift+Ctrl+E,,beginner,effect|repeat,edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Rasterise,Illustrator,Object,Converts vector artwork into a pixel image at a chosen resolution inside the document. Sometimes needed to tame files where heavy effects or meshes slow every redraw.,,,intermediate,rasterise|convert,edit|transform,curve|mesh,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Artboards Panel,Illustrator,Window,"Lists, reorders, renames and duplicates the document's artboards. Naming artboards properly pays off at export, when files inherit those names automatically.",,,beginner,panel|artboards|layout,organise|document,layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Export for Screens,Illustrator,File > Export,"Batch-exports artboards or assets to PNG, JPEG, SVG or PDF at multiple scales in one pass. The fastest route from a multi-artboard diagram file to a complete set of named deliverables.",Ctrl+Alt+E,,intermediate,export|batch|artboards,document,layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Asset Export Panel,Illustrator,Window,Collects dragged-in artwork as named assets for repeated one-click export. Ideal for icon sets and diagram elements that get re-exported every time they are tweaked.,,,intermediate,panel|export|assets,document|organise,layout|curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Save As,Illustrator,File,"Saves the document under a new name or format, including PDF with editing capability retained. Saving as PDF straight from Illustrator is the usual route for issuing review sets of boards.",Ctrl+Shift+S,,beginner,file|save|pdf,document,layout,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Export As,Illustrator,File > Export,"Exports to formats such as PNG, JPEG, TIFF, SVG or DWG, optionally per artboard. The DWG option is a handy bridge when vector diagram work needs to travel back into CAD.",,,beginner,export|formats,document,layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Place,Illustrator,File,"Imports images, PDFs or other files, either linked to the source or embedded. Linked placement keeps board files light and lets an updated render flow through automatically.",Shift+Ctrl+P,,beginner,import|linked|images,create|organise,layer|layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Document Setup,Illustrator,File,"Edits document-wide settings including units, bleed and transparency options. Where you confirm millimetres and add printer's bleed before boards go anywhere near a print bureau.",Ctrl+Alt+P,,intermediate,document|units|bleed,document|organise,layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Package,Illustrator,File,Gathers the document with all linked images and fonts into one folder for handover. The safe way to pass a board file to a colleague or printer without missing-link surprises.,,,intermediate,file|handover|links,document|organise,layout,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Outline Mode,Illustrator,View,"Toggles a wireframe view showing bare paths without fills, strokes or effects. Invaluable for finding stray points, hidden duplicates and unclosed boundaries in a complex plan file.",Ctrl+Y,,intermediate,view|wireframe|debug,analyse,view|curve,navigate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Preview on CPU,Illustrator,View,Toggles between GPU-accelerated and CPU rendering of the canvas. Worth switching when GPU preview shows hairline artefacts on dense linework or the display misbehaves.,Ctrl+E,,advanced,view|gpu|performance,analyse,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pixel Preview,Illustrator,View,"Previews artwork as it will rasterise, revealing anti-aliased edges at pixel level. Check diagrams destined for screens or web portfolios here before exporting fuzzy linework.",Ctrl+Alt+Y,,intermediate,view|pixels|web,analyse|document,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Smart Guides,Illustrator,View,"Toggles the dynamic magenta alignment hints that snap to edges, centres and angles while you draw and move. Keep them on for diagram assembly; switch off when they fight a dense drawing.",Ctrl+U,,beginner,view|snapping|alignment,organise|analyse,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Rulers,Illustrator,View > Rulers,"Toggles rulers along the window edges, the source for dragged guides. First stop when setting up margins and a grid for a portfolio board.",Ctrl+R,,beginner,view|rulers|layout,document|organise,view|layout,measure,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Hide Guides,Illustrator,View > Guides,"Toggles guide visibility without deleting them. Flick guides away to judge the board composition, then bring them back to continue aligning.",Ctrl+;,,beginner,view|guides,organise,view|layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Make Guides,Illustrator,View > Guides,"Converts any selected path into a non-printing guide. Powerful for setting up angled or curved construction guides that match a site geometry, not just verticals and horizontals.",Ctrl+5,,intermediate,guides|construction,organise|create,curve|view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Release Guides,Illustrator,View > Guides,Turns guides back into ordinary editable paths. Useful when a construction guide should become real drawn geometry after all.,Ctrl+Alt+5,,intermediate,guides|convert,edit,curve|view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Lock Guides,Illustrator,View > Guides,"Locks all guides so they cannot be nudged while drawing. Sensible default once a board grid is set, sparing you mysteriously drifting margins.",Ctrl+Alt+;,,beginner,guides|lock,organise,view|layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Show Grid,Illustrator,View,Displays the document grid behind the artwork. A useful armature for modular diagram layouts and consistent spacing across a board set.,"Ctrl+""",,beginner,view|grid,organise,view|layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Snap to Grid,Illustrator,View,Makes drawing and moving operations snap to the document grid. Turn it on for strictly modular diagrams; leave it off for freeform plan tracing.,"Ctrl+Shift+""",,beginner,view|snapping|grid,organise,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Snap to Point,Illustrator,View,Snaps dragged objects onto nearby anchor points and guides. The accuracy habit that keeps plan linework genuinely connected rather than nearly touching.,"Ctrl+Alt+""",,beginner,view|snapping|precision,organise|edit,view|point,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Fit Artboard in Window,Illustrator,View,Zooms so the current artboard fills the window. The reflex reset after detailed path editing deep inside a board.,Ctrl+0,,beginner,view|zoom|fit,analyse,view,navigate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Fit All in Window,Illustrator,View,Zooms out until every artboard is visible at once. The overview shot when juggling a document that holds a whole set of presentation boards.,Ctrl+Alt+0,,beginner,view|zoom|overview,analyse,view,navigate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Actual Size,Illustrator,View,"Shows the artwork at 100 percent, which Illustrator maps to real-world print size on most displays. A useful sanity check that lineweights and type will read at the board's true scale.",Ctrl+1,,beginner,view|zoom|100%,analyse,view,navigate|measure,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Hide Edges,Illustrator,View,Hides the coloured selection highlights on paths while keeping the selection active. Lets you judge a colour or lineweight tweak without glowing anchor clutter in the way.,Ctrl+H,,intermediate,view|selection|preview,analyse,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Hide Bounding Box,Illustrator,View,Hides the transform bounding box around selections. Helpful when the handles keep inviting accidental scaling during delicate plan editing.,Ctrl+Shift+B,,intermediate,view|bounding box,analyse|edit,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Undo,Illustrator,Edit,"Steps back through recent edits, with a deep history. The safety net that makes experimental diagram styling cheap.",Ctrl+Z,,beginner,history|undo,edit,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Redo,Illustrator,Edit,Reinstates edits you have just undone. Handy for toggling a change on and off to compare versions of a graphic decision.,Ctrl+Shift+Z,,beginner,history|redo,edit,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Select All,Illustrator,Select,"Selects every unlocked object in the document, or all text when in a text frame. Usual first step before a global transform or a document-wide recolour.",Ctrl+A,,beginner,selection|all,edit,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Deselect,Illustrator,Select,"Clears the current selection. Worth the habit before checking the drawing, since selection highlights can mask true colours and weights.",Ctrl+Shift+A,,beginner,selection|clear,edit,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Select Same Fill Colour,Illustrator,Select > Same,"Selects every object in the document sharing the current fill colour; siblings cover stroke colour, weight and more. The menu counterpart to the Magic Wand for sweeping graphic clean-ups.",,,intermediate,selection|attributes|colour,edit|organise,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Preferences,Illustrator,Edit > Preferences,"Opens application settings including units, keyboard increment and scaling behaviour. Setting units to millimetres and a sensible arrow-key nudge distance makes drawing work far less fiddly.",Ctrl+K,,intermediate,settings|units,organise,view,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
