id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Soften Edge,Maya,Mesh Display,"Sets selected edges to shade smoothly, blending normals across them. Use on curved surfaces so facets disappear without adding geometry.",,,beginner,polygon modelling|normals|shading,edit|visualise,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Harden Edge,Maya,Mesh Display,"Sets selected edges to shade with a crisp break, ideal for keeping architectural edges reading sharply under smooth shading.",,,beginner,polygon modelling|normals|shading,edit|visualise,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Reverse Normals,Maya,Mesh Display,Flips the facing direction of selected faces so they render and shade correctly. Fix inside-out geometry from imports or mirrored copies.,,,intermediate,polygon modelling|normals|repair,edit,mesh,mirror,,,https://www.autodesk.com/shortcuts/maya
,CV Curve Tool,Maya,Create,"Draws a NURBS curve by placing control vertices that pull the curve towards them, giving the smoothest results. The standard start for rails, profiles and setting-out lines.",,,beginner,nurbs|curves|drafting,create,curve,,,,https://www.autodesk.com/shortcuts/maya
,EP Curve Tool,Maya,Create,Draws a NURBS curve that passes exactly through each point you click. Prefer it when tracing survey points or a plan underlay precisely.,,,beginner,nurbs|curves|drafting,create,curve,,,,https://www.autodesk.com/shortcuts/maya
,Bezier Curve Tool,Maya,Create,"Draws curves with familiar Bezier anchor-and-handle control, similar to Illustrator's pen. Comfortable for designers coming from 2D vector tools.",,,beginner,nurbs|curves|drafting,create,curve,,,,https://www.autodesk.com/shortcuts/maya
,Three Point Circular Arc,Maya,Create,Creates an exact circular arc through three placed points. Useful for setting out curved walls and bays from known geometry.,,,beginner,nurbs|curves|drafting|precision,create,curve,,,,https://www.autodesk.com/shortcuts/maya
,NURBS Circle,Maya,Create,"Creates a NURBS circle, a versatile profile for sweeping handrails, columns and extrusions along paths.",,,beginner,nurbs|curves|primitives,create,curve,,,,https://www.autodesk.com/shortcuts/maya
,NURBS Sphere,Maya,Create,Creates a NURBS sphere primitive with editable surface degree and spans. Useful when downstream surfacing operations need true curvature.,,,beginner,nurbs|surfaces|primitives,create,surface,,,,https://www.autodesk.com/shortcuts/maya
,NURBS Plane,Maya,Create,"Creates a flat NURBS surface patch with adjustable spans, a base for trims, projections and surface modelling exercises.",,,beginner,nurbs|surfaces|primitives,create,surface,,,,https://www.autodesk.com/shortcuts/maya
,Loft,Maya,Surfaces,"Skins a smooth surface through an ordered series of profile curves. The classic way to build hulls, canopies and freeform roofs from sections.",,,intermediate,nurbs|surfaces|surfacing,create,surface|curve,join,,,https://www.autodesk.com/shortcuts/maya
,Planar,Maya,Surfaces,"Fills a closed, flat curve (or curves) with a trimmed planar surface. Quick for floor plates, glazing panels and any flat infill.",,,beginner,nurbs|surfaces,create,surface|curve,join,,,https://www.autodesk.com/shortcuts/maya
,Revolve,Maya,Surfaces,"Spins a profile curve around an axis to create a surface of revolution. Ideal for domes, columns, balusters and vessels.",,,intermediate,nurbs|surfaces|surfacing,create,surface|curve,rotate,,,https://www.autodesk.com/shortcuts/maya
,Birail,Maya,Surfaces,"Sweeps one or more profile curves along two rail curves, giving precise control of both edges of the resulting surface. Excellent for gridshell-like roofs and complex transitions.",,,advanced,nurbs|surfaces|surfacing,create,surface|curve,join,,,https://www.autodesk.com/shortcuts/maya
,Extrude (NURBS),Maya,Surfaces,"Sweeps a profile curve along a path curve or straight direction to form a surface. The NURBS route to handrails, mouldings and extruded sections.",,,intermediate,nurbs|surfaces|sweep,create,surface|curve,thicken|offset,,,https://www.autodesk.com/shortcuts/maya
,Boundary,Maya,Surfaces,Builds a surface spanning three or four boundary curves. Useful for patching openings between existing surface edges.,,,advanced,nurbs|surfaces|surfacing,create,surface|curve,join,,,https://www.autodesk.com/shortcuts/maya
,Attach Surfaces,Maya,Surfaces,"Joins two NURBS surfaces into one, blending or keeping their shapes at the seam. Use to consolidate patchwork surfacing into cleaner spans.",,,advanced,nurbs|surfaces,edit,surface,join,,,https://www.autodesk.com/shortcuts/maya
,Detach Surfaces,Maya,Surfaces,Splits a NURBS surface into separate pieces along chosen isoparms. The surface equivalent of cutting a panel line.,,,advanced,nurbs|surfaces,edit,surface,split|cut,,,https://www.autodesk.com/shortcuts/maya
,Insert Isoparms,Maya,Surfaces,"Adds isoparms to a NURBS surface, increasing local control without changing its shape. Do this before detaching or sculpting a region.",,,advanced,nurbs|surfaces,edit,surface,split,,,https://www.autodesk.com/shortcuts/maya
,Offset Surface,Maya,Surfaces,"Creates a parallel copy of a surface at a set distance, like offsetting a wall face to create thickness. Pair with Loft between edges to close the solid.",,,advanced,nurbs|surfaces,create|edit,surface,offset|thicken|copy,,,https://www.autodesk.com/shortcuts/maya
,Rebuild Surfaces,Maya,Surfaces,"Reconstructs a surface with a specified number of spans and degree, evening out parameterisation. Essential housekeeping before further surfacing operations.",,,advanced,nurbs|surfaces|cleanup,edit,surface,smooth,,,https://www.autodesk.com/shortcuts/maya
,Reverse Surface Direction,Maya,Surfaces,"Flips a surface's U, V or normal direction. Fixes surfaces that shade dark or trim the wrong way after mirroring or importing.",,,advanced,nurbs|surfaces|repair,edit,surface,mirror,,,https://www.autodesk.com/shortcuts/maya
,Trim Tool,Maya,Surfaces,"Removes regions of a surface inside or outside curves-on-surface, like cutting openings in a curtain wall panel. Requires the surface to carry projected or intersected curves first.",,,advanced,nurbs|surfaces|trimming,edit,surface|curve,cut,,,https://www.autodesk.com/shortcuts/maya
,Untrim,Maya,Surfaces,"Restores a trimmed surface to its full untrimmed extent, undoing previous trims without losing the underlying surface definition.",,,advanced,nurbs|surfaces|trimming,edit,surface,join,,,https://www.autodesk.com/shortcuts/maya
,Project Curve on Surface,Maya,Surfaces,"Projects a curve onto a surface along a view or vector, creating a curve-on-surface ready for trimming or as a construction line. Use it to map plan geometry onto sloping or curved forms.",,,advanced,nurbs|surfaces|curves|trimming,create|edit,surface|curve,cut,,,https://www.autodesk.com/shortcuts/maya
,Intersect Surfaces,Maya,Surfaces,"Creates curves where two surfaces cross each other, ready for trimming either side. The set-out for junctions between intersecting roof or wall surfaces.",,,advanced,nurbs|surfaces|trimming,create|analyse,surface|curve,cut,,,https://www.autodesk.com/shortcuts/maya
,Surface Fillet,Maya,Surfaces,"Builds a smooth blend surface between two surfaces, such as a circular fillet along their junction. Use for coved junctions and smooth transitions between shells.",,,advanced,nurbs|surfaces|blending,create|edit,surface,smooth|join,,,https://www.autodesk.com/shortcuts/maya
,Attach Curves,Maya,Curves,"Joins two curves into a single curve, blending or connecting at the ends. Use to consolidate traced segments into one clean rail.",,,intermediate,nurbs|curves,edit,curve,join,,,https://www.autodesk.com/shortcuts/maya
,Detach Curves,Maya,Curves,Splits a curve into separate curves at selected points or curve parameters. Use to isolate the span you need for a loft or sweep.,,,intermediate,nurbs|curves,edit,curve,split|cut,,,https://www.autodesk.com/shortcuts/maya
,Fillet Curves,Maya,Curves,"Creates a rounded corner between two curves, optionally trimming them back. The drafting-style fillet for plan geometry.",,,intermediate,nurbs|curves|drafting,edit,curve,smooth|cut,,,https://www.autodesk.com/shortcuts/maya
,Cut Curve,Maya,Curves,"Cuts curves where they cross each other, discarding or keeping segments. Tidies intersecting setting-out lines into clean segments.",,,intermediate,nurbs|curves|drafting,edit,curve,cut|split,,,https://www.autodesk.com/shortcuts/maya
,Intersect Curves,Maya,Curves,"Creates locator points where curves intersect, useful reference for snapping or measuring set-out geometry.",,,intermediate,nurbs|curves|drafting,analyse,curve|point,measure,,,https://www.autodesk.com/shortcuts/maya
,Insert Knot,Maya,Curves,"Adds an edit point to a curve without changing its shape, giving extra local control exactly where you need it.",,,intermediate,nurbs|curves,edit,curve,split,,,https://www.autodesk.com/shortcuts/maya
,Extend Curve,Maya,Curves,"Lengthens a curve beyond its end by distance or to a point, keeping continuity. Use to run a rail past its surface before trimming back.",,,intermediate,nurbs|curves,edit,curve,offset,,,https://www.autodesk.com/shortcuts/maya
,Offset Curve,Maya,Curves,"Creates a parallel copy of a curve at a set distance, exactly like a drafting offset. The basis for wall thicknesses, kerbs and repeated contours.",,,beginner,nurbs|curves|drafting,create|edit,curve,offset|copy,,,https://www.autodesk.com/shortcuts/maya
,Rebuild Curve,Maya,Curves,Reconstructs a curve with a chosen number of spans and uniform parameterisation. Rebuild scruffy traced curves before lofting for far cleaner surfaces.,,,intermediate,nurbs|curves|cleanup,edit,curve,smooth,,,https://www.autodesk.com/shortcuts/maya
,Duplicate Surface Curves,Maya,Curves,"Extracts isoparms, edges or curves-on-surface as independent curves. The way to harvest a surface's edge to drive the next loft or sweep.",,,advanced,nurbs|curves|surfaces,create,curve|surface,copy,,,https://www.autodesk.com/shortcuts/maya
,Group,Maya,Edit,"Gathers the selected objects under a new transform node so they move, hide and duplicate as one. The basic building block of a tidy scene hierarchy.",Ctrl+G,,beginner,organisation|hierarchy,organise,mesh|curve|surface|layout,join,,,https://www.autodesk.com/shortcuts/maya
,Ungroup,Maya,Edit,Removes a group node and returns its children to the parent above. Use when a temporary grouping has served its purpose.,,,beginner,organisation|hierarchy,organise,mesh|curve|surface|layout,split,,,https://www.autodesk.com/shortcuts/maya
,Parent,Maya,Edit,"Makes the selected objects children of the last-selected object, so they follow its transforms. Fundamental for assemblies such as door leaves on frames.",P,,beginner,organisation|hierarchy,organise,mesh|curve|surface,join,,,https://www.autodesk.com/shortcuts/maya
,Unparent,Maya,Edit,"Detaches the selected objects from their parent, moving them to world level while keeping their position.",Shift+P,,beginner,organisation|hierarchy,organise,mesh|curve|surface,split,,,https://www.autodesk.com/shortcuts/maya
,Duplicate,Maya,Edit,"Creates a copy of the selection in place, ready to move into position. Everyday duplication for repeated elements.",Ctrl+D,,beginner,editing|duplication,create|edit,mesh|curve|surface,copy,,,https://www.autodesk.com/shortcuts/maya
,Duplicate with Transform,Maya,Edit,"Repeats the last duplicate along with the transform you applied to it, so move-and-press again builds an evenly spaced run. Perfect for fence posts, mullions and stair treads.",Shift+D,,intermediate,editing|duplication|arrays,create|transform,mesh|curve|surface,copy|array|move,,,https://www.autodesk.com/shortcuts/maya
,Duplicate Special,Maya,Edit,"Duplicates with options: instances instead of copies, numeric offsets, mirrored scales and multiple counts. The dialog to reach for radial arrays and instanced facade modules.",Ctrl+Shift+D,,intermediate,editing|duplication|arrays|instancing,create|transform,mesh|curve|surface,copy|array|mirror,,,https://www.autodesk.com/shortcuts/maya
,Delete History,Maya,Edit,"Removes the construction history stacked behind the selected objects, baking their current shape. Do this once a model is final to lighten the scene and prevent history glitches.",Alt+Shift+D,,beginner,history|cleanup|optimisation,organise|edit,mesh|curve|surface,cut,,,https://www.autodesk.com/shortcuts/maya
,Delete Non-Deformer History,Maya,Edit,Deletes modelling history while preserving deformers such as skins and blend shapes. The safe history clean-up on rigged or deforming models.,,,advanced,history|cleanup|rigging,organise|edit,mesh,cut,,,https://www.autodesk.com/shortcuts/maya
,Hide Selection,Maya,Display,Hides the selected objects from view without deleting them. Clear the decks around whatever you are focusing on.,Ctrl+H,,beginner,visibility|display,organise|visualise,mesh|curve|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,Show Last Hidden,Maya,Display,"Reveals the objects you most recently hid, the quick undo for an over-eager Hide Selection.",Ctrl+Shift+H,,beginner,visibility|display,organise|visualise,mesh|curve|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,Show All,Maya,Display,Makes every hidden object visible again. Run it before final checks so nothing is accidentally left out of a render or export.,,,beginner,visibility|display,organise|visualise,mesh|curve|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,Center Pivot,Maya,Modify,Moves an object's pivot to the centre of its bounding box. The first fix when rotation or scaling behaves oddly on imported geometry.,,,beginner,pivot|transform,transform|organise,mesh|curve|surface,move,,,https://www.autodesk.com/shortcuts/maya
,Freeze Transformations,Maya,Modify,"Zeroes the selection's translate and rotate values and sets scale to one while keeping it in place. Freeze before rigging, arraying or exporting so transforms read cleanly.",,,beginner,transform|cleanup,transform|organise,mesh|curve|surface,move,,,https://www.autodesk.com/shortcuts/maya
,Reset Transformations,Maya,Modify,Returns the object to the origin by zeroing its transform values. Useful for snapping strays back to a known datum.,,,beginner,transform,transform,mesh|curve|surface,move,,,https://www.autodesk.com/shortcuts/maya
,Match Transformations,Maya,Modify,"Copies another object's position, rotation, scale or pivot onto the selection. Align replacement components exactly where their predecessors sat.",,,intermediate,transform|alignment,transform,mesh|curve|surface,move|rotate|scale,,,https://www.autodesk.com/shortcuts/maya
,Align Objects,Maya,Modify,"Lines up selected objects by their bounding-box edges or centres along chosen axes, like align tools in 2D layout software. Quick tidy-up for rows of furniture or panels.",,,intermediate,alignment|layout,transform|organise,mesh|curve|surface,move,,,https://www.autodesk.com/shortcuts/maya
,Snap Together Tool,Maya,Modify,"Click a point on one object and a point on another to snap the first into contact, with optional rotation to match surfaces. Handy for assembling kit-of-parts models.",,,intermediate,alignment|assembly,transform,mesh|surface,move|rotate,,,https://www.autodesk.com/shortcuts/maya
,Make Live,Maya,Modify,Turns a surface into a live construction surface that new curves and Quad Draw strokes stick to. Essential for drawing accurately on terrain or scan meshes.,,,advanced,construction|reference|retopology,create|organise,surface|mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Search and Replace Names,Maya,Modify,"Renames many objects at once by substring, prefix or suffix. Keep naming conventions intact across imported or duplicated geometry.",,,intermediate,naming|organisation,organise,mesh|curve|surface|layer,annotate,,,https://www.autodesk.com/shortcuts/maya
,Add Attribute,Maya,Modify,"Adds a custom attribute to the selected node, such as a flag or dimension you want to track and key. Foundation for simple custom controls and metadata.",,,advanced,attributes|technical|metadata,edit|document,mesh|curve|surface,annotate,,,https://www.autodesk.com/shortcuts/maya
,Create Display Layer,Maya,Layers,"Creates a layer from the selection so groups of objects can be hidden, templated or made unselectable together. Maya's equivalent of drawing layers for managing consultant models and design options.",,,beginner,layers|organisation|visibility,organise,layer|mesh|curve|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,Quick Select Set,Maya,Create,Saves the current selection as a named set you can reselect instantly from the Edit menu or Outliner. Ideal for recurring selections like all glazing faces.,,,intermediate,sets|selection|organisation,organise,mesh|curve|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,Create Set,Maya,Create,"Creates an object set that membership-tracks its contents for lighting, rendering or export groupings. More formal than quick select sets and usable by other tools.",,,intermediate,sets|organisation,organise,mesh|curve|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,UV Editor,Maya,Windows,"Opens the 2D editor where texture coordinates are laid out, cut, sewn and arranged. Home base for preparing models for materials, decals and texture baking.",,,intermediate,uv mapping|editors|texturing,edit|visualise,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Planar Mapping,Maya,UV,Projects UVs onto the selection from a single flat plane. Best for flat elements like walls and floors; expect stretching on anything curved.,,,intermediate,uv mapping|projection|texturing,edit,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Cylindrical Mapping,Maya,UV,"Wraps UVs around the selection as if projected from a cylinder. Suits columns, drums and curved wall segments.",,,intermediate,uv mapping|projection|texturing,edit,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Spherical Mapping,Maya,UV,"Projects UVs from a surrounding sphere, appropriate for domes and globe-like objects.",,,intermediate,uv mapping|projection|texturing,edit,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Automatic Mapping,Maya,UV,"Projects UVs from several directions at once and lays the pieces out without overlaps. A fast, serviceable starting point for complex or blocky geometry.",,,intermediate,uv mapping|projection|texturing,edit,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Cut UV Edges,Maya,UV,"Splits UVs along the selected edges, defining seams where a shell will open out. Place seams where they will be least visible on the finished material.",,,intermediate,uv mapping|seams|texturing,edit,mesh,cut|split,,,https://www.autodesk.com/shortcuts/maya
,Sew UV Edges,Maya,UV,"Joins UV shells back together along selected shared edges, removing unwanted seams.",,,intermediate,uv mapping|seams|texturing,edit,mesh,join,,,https://www.autodesk.com/shortcuts/maya
,3D Cut and Sew UV Tool,Maya,UV,"Lets you drag along mesh edges in the viewport to cut or sew UV seams interactively, like tailoring directly on the model. The most intuitive way to plan seams.",,,intermediate,uv mapping|seams|texturing,edit,mesh,cut|join,,,https://www.autodesk.com/shortcuts/maya
,Unfold,Maya,UV,"Relaxes UV shells so they flatten with minimal stretching, like pressing a pattern flat. Run after cutting seams to get even texture distribution.",,,intermediate,uv mapping|texturing,edit,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Optimize UVs,Maya,UV,"Iteratively relaxes UVs to reduce local distortion after unfolding, without moving shell boundaries dramatically.",,,advanced,uv mapping|texturing,edit,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Layout UVs,Maya,UV,Packs all UV shells neatly into the 0-1 texture square with even spacing and optional scaling. The final tidy before texturing or baking.,,,intermediate,uv mapping|texturing|packing,edit|organise,mesh,array,,,https://www.autodesk.com/shortcuts/maya
,UV Snapshot,Maya,UV Editor,Exports an image of the UV layout to paint over in image software. The bridge between Maya's UVs and hand-authored textures.,,,intermediate,uv mapping|texturing|export,document,mesh,annotate,,,https://www.autodesk.com/shortcuts/maya
,Set Key,Maya,Key,"Records a keyframe on all keyable channels of the selection at the current time. The fundamental act of animating anything, from a sun study to a walkthrough camera.",S,,beginner,animation|keyframes,edit|document,mesh|curve|surface|view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Set Key on Translate,Maya,Key,"Keys only the translate channels of the selection, keeping rotation and scale untouched. Cleaner curves when only position is animated.",Shift+W,,intermediate,animation|keyframes,edit,mesh|curve|surface|view,move|annotate,,,https://www.autodesk.com/shortcuts/maya
,Set Key on Rotate,Maya,Key,"Keys only the rotate channels of the selection, useful when animating a turntable or an opening door leaf.",Shift+E,,intermediate,animation|keyframes,edit,mesh|curve|surface|view,rotate|annotate,,,https://www.autodesk.com/shortcuts/maya
,Set Key on Scale,Maya,Key,"Keys only the scale channels of the selection, for growth diagrams or phased massing animations.",Shift+R,,intermediate,animation|keyframes,edit,mesh|curve|surface,scale|annotate,,,https://www.autodesk.com/shortcuts/maya
,Play/Stop Playback,Maya,Playback,Starts or stops timeline playback in the viewport. Your constant companion when reviewing animation timing.,Alt+V,,beginner,animation|playback|timeline,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Go to Start of Playback,Maya,Playback,"Jumps the current time back to the start of the playback range, ready to replay from the top.",Alt+Shift+V,,beginner,animation|playback|timeline,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Next Frame,Maya,Playback,Steps the current time forward one frame for frame-by-frame review of motion.,Alt+.,,beginner,animation|playback|timeline,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Previous Frame,Maya,Playback,Steps the current time back one frame.,"Alt+,",,beginner,animation|playback|timeline,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Next Key,Maya,Playback,"Jumps the time slider forward to the selection's next keyframe, ideal for hopping between poses.",.,,intermediate,animation|playback|keyframes,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Previous Key,Maya,Playback,Jumps the time slider back to the previous keyframe of the selection.,",",,intermediate,animation|playback|keyframes,visualise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Auto Keyframe,Maya,Animation,Toggles automatic keying so any change to an already-keyed channel records a new keyframe. Speeds up blocking but switch it off when tweaking static scenes.,,,intermediate,animation|keyframes|workflow,edit,view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Graph Editor,Maya,Windows,"Opens the curve view of animation, where keys and tangents shape motion over time. Where you refine an ease-in on a camera move or fix a wobble.",,,intermediate,animation|editors|curves,edit|analyse,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Dope Sheet,Maya,Windows,Opens a spreadsheet-like view of keys against time for retiming many objects at once. Better than the Graph Editor for shifting blocks of timing.,,,intermediate,animation|editors|timing,edit,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Time Editor,Maya,Windows,"Opens a nonlinear editor for arranging animation clips on tracks, like video editing for motion. Use it to sequence and blend reusable animation clips.",,,advanced,animation|editors|nonlinear,edit|organise,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Playblast,Maya,Windows,"Captures viewport playback to a movie file for fast, un-rendered animation review. The everyday way to check camera moves and timing before committing to renders.",,,intermediate,animation|preview|review,visualise|document,view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Set Driven Key,Maya,Key,"Links one attribute to drive another, such as a slider rotating a whole array of louvres. The no-code way to build parametric-style relationships.",,,advanced,animation|rigging|relationships,edit,mesh|curve|surface,annotate,,,https://www.autodesk.com/shortcuts/maya
,Bake Simulation,Maya,Key,"Converts constrained, driven or simulated motion into plain keyframes on every frame. Bake before exporting animation to engines or other packages.",,,advanced,animation|export|simulation,edit|document,mesh|view,annotate,,,https://www.autodesk.com/shortcuts/maya
,Editable Motion Trail,Maya,Visualize,"Displays an object's path over time as an editable curve in the viewport, with keys you can drag in space. Excellent for smoothing camera paths through a building.",,,advanced,animation|paths|visualisation,visualise|edit,curve|view,move|navigate,,,https://www.autodesk.com/shortcuts/maya
,Ghost Selected,Maya,Visualize,"Shows faded copies of an object at surrounding frames so you can judge motion spacing at a glance, like onion-skinning in 2D animation.",,,advanced,animation|visualisation,visualise,mesh|view,navigate,,,https://www.autodesk.com/shortcuts/maya
,Euler Filter,Maya,Graph Editor,Fixes rotation curves that flip through unnecessary 360-degree spins by re-expressing them continuously. Apply when imported or constrained rotations suddenly whirl.,,,advanced,animation|curves|repair,edit,view,rotate,,,https://www.autodesk.com/shortcuts/maya
,Create Joints,Maya,Skeleton,"Places a chain of joints by clicking, forming the skeleton that will drive deforming geometry. The starting point of any rig, from a character to an articulated canopy.",,,advanced,rigging|skeleton,create,point,,,,https://www.autodesk.com/shortcuts/maya
,Insert Joint,Maya,Skeleton,"Adds a new joint into an existing chain, splitting a bone into two. Use when a rig needs an extra articulation point.",,,advanced,rigging|skeleton,edit,point,split,,,https://www.autodesk.com/shortcuts/maya
,Mirror Joints,Maya,Skeleton,Duplicates a joint chain across a chosen plane with correct naming and orientation. Build one arm or leg and mirror the other.,,,advanced,rigging|skeleton|symmetry,create|edit,point,mirror|copy,,,https://www.autodesk.com/shortcuts/maya
,Orient Joint,Maya,Skeleton,Aligns joint local axes consistently down the chain so rotations behave predictably. Run before binding; badly oriented joints haunt a rig forever.,,,advanced,rigging|skeleton|cleanup,edit,point,rotate,,,https://www.autodesk.com/shortcuts/maya
,Create IK Handle,Maya,Skeleton,"Adds an inverse-kinematics handle so a chain bends automatically to reach a goal, rather than rotating each joint by hand. Standard for legs, pistons and struts.",,,advanced,rigging|skeleton|ik,create|edit,point,move|rotate,,,https://www.autodesk.com/shortcuts/maya
,Bind Skin,Maya,Skin,Attaches a mesh to a skeleton so joints deform it with weighted influence. The step that turns geometry plus joints into an animatable figure.,,,advanced,rigging|skinning|deformation,edit,mesh|point,join,,,https://www.autodesk.com/shortcuts/maya
,Unbind Skin,Maya,Skin,"Detaches a mesh from its skeleton, optionally keeping the current deformed shape. Use when rebinding after skeleton changes.",,,advanced,rigging|skinning,edit,mesh,split,,,https://www.autodesk.com/shortcuts/maya
,Paint Skin Weights,Maya,Skin,Opens a brush interface for painting how strongly each joint influences the mesh. Where most skinning time is spent smoothing deformation around joints.,,,advanced,rigging|skinning|painting,edit,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Mirror Skin Weights,Maya,Skin,"Copies painted skin weights from one side of a symmetrical mesh to the other, halving the painting workload.",,,advanced,rigging|skinning|symmetry,edit,mesh,mirror|copy,,,https://www.autodesk.com/shortcuts/maya
,Copy Skin Weights,Maya,Skin,"Transfers skin weights between meshes, such as from a proxy onto the final model. Saves repainting after topology changes.",,,advanced,rigging|skinning,edit,mesh,copy,,,https://www.autodesk.com/shortcuts/maya
,Blend Shape,Maya,Deform,Morphs a mesh between sculpted target shapes with weighted sliders. Used for facial animation and equally handy for blending between design variants of the same form.,,,advanced,deformers|morphing|animation,create|edit,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Shape Editor,Maya,Windows,"Opens the editor for creating and organising blend shape targets and their weights, with in-between and combination shapes.",,,advanced,deformers|editors|morphing,edit|organise,mesh,navigate,,,https://www.autodesk.com/shortcuts/maya
,Lattice,Maya,Deform,"Surrounds geometry with a cage of control points; moving the cage smoothly deforms everything inside. A quick way to taper, bulge or bend a whole massing model.",,,intermediate,deformers|freeform deformation,edit|transform,mesh|curve|surface,move|smooth|scale,,,https://www.autodesk.com/shortcuts/maya
,Cluster,Maya,Deform,"Binds a set of points to a single handle with adjustable weights, so one control moves a weighted region. Useful for tweaking curve CVs or localised surface adjustments.",,,advanced,deformers|control,edit|transform,mesh|curve|surface|point,move,,,https://www.autodesk.com/shortcuts/maya
,Delta Mush,Maya,Deform,"Smooths deformation artefacts while preserving surface detail, cleaning up rough skinning or lattice results with one deformer.",,,advanced,deformers|smoothing|rigging,edit,mesh,smooth,,,https://www.autodesk.com/shortcuts/maya
,Wire Deformer,Maya,Deform,"Deforms a surface using one or more curves as handles, like bending a sheet with drafting splines. Intuitive for curving canopies and fabric-like surfaces.",,,advanced,deformers|curves,edit|transform,mesh|surface|curve,move|smooth,,,https://www.autodesk.com/shortcuts/maya
,Nonlinear Bend,Maya,Deform,"Applies a controllable bend deformer along an axis of the selection; siblings include twist, taper, flare, sine and wave. Excellent for curving straight geometry such as arcing a bridge deck.",,,intermediate,deformers|nonlinear,edit|transform,mesh|curve|surface,smooth|rotate,,,https://www.autodesk.com/shortcuts/maya
,Parent Constraint,Maya,Constrain,"Makes an object follow another's position and rotation without changing the hierarchy, with animatable weights. The rigger's way to have a camera or prop hand over between targets.",,,advanced,constraints|rigging|animation,edit|organise,mesh|view,move|rotate,,,https://www.autodesk.com/shortcuts/maya
,Point Constraint,Maya,Constrain,"Pins an object's position to one or more targets, averaging by weight, while leaving its rotation free.",,,advanced,constraints|rigging,edit,mesh|point,move,,,https://www.autodesk.com/shortcuts/maya
,Orient Constraint,Maya,Constrain,Matches an object's rotation to one or more targets without moving it. Useful for keeping arrayed elements facing a common direction.,,,advanced,constraints|rigging,edit,mesh,rotate,,,https://www.autodesk.com/shortcuts/maya
,Aim Constraint,Maya,Constrain,"Keeps an object pointed at a target, like heliostat panels tracking the sun or a camera locked to a focal point.",,,advanced,constraints|rigging|animation,edit,mesh|view,rotate,,,https://www.autodesk.com/shortcuts/maya
,Scale Constraint,Maya,Constrain,"Ties an object's scale to one or more targets, keeping proportional relationships across linked elements.",,,advanced,constraints|rigging,edit,mesh,scale,,,https://www.autodesk.com/shortcuts/maya
,Pole Vector Constraint,Maya,Constrain,Controls which way an IK chain's knee or elbow points by aiming its bend plane at a target object. Standard finishing touch on limb rigs.,,,advanced,constraints|rigging|ik,edit,point,rotate,,,https://www.autodesk.com/shortcuts/maya
,Hypershade,Maya,Windows,Opens the material editor where shading networks are built by wiring texture and utility nodes together. The hub for creating and organising every material in the scene.,,,intermediate,materials|shading|editors|rendering,create|edit|visualise,mesh|surface,navigate,,,https://www.autodesk.com/shortcuts/maya
,Assign New Material,Maya,Rendering,"Creates a material and applies it to the selection in one step, via the right-click marking menu or Hypershade. The fastest route from grey model to first material pass.",,,beginner,materials|shading,create|visualise,mesh|surface,annotate,,,https://www.autodesk.com/shortcuts/maya
,Standard Surface,Maya,Rendering,"Maya's physically based all-purpose material covering metals, glass, plastics and architectural finishes through layered parameters. Start here for almost any realistic surface (Arnold's equivalent is aiStandardSurface).",,,intermediate,materials|shading|pbr|rendering,create|visualise,mesh|surface,annotate,,,https://www.autodesk.com/shortcuts/maya
