id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Select Model Elements,Dynamo,Revit — Selection,Lets you window-select or pick multiple Revit elements into the graph as a list. Use it for ad hoc sets; prefer rule-based collection when the workflow must be repeatable on other models.,,Native,beginner,revit|selection,organise,,,,,https://dictionary.dynamobim.com/
,Select Face,Dynamo,Revit — Selection,"Picks a single face of a Revit element and imports it as a Dynamo surface. The gateway to panelling or measuring real model geometry — a facade face, a roof plane, a wall surface.",,Native,intermediate,revit|selection|surfaces,organise|analyse,surface,,,,https://dictionary.dynamobim.com/
,Categories,Dynamo,Revit — Selection,"A dropdown of every Revit category — Walls, Doors, Rooms — outputting the chosen one. Almost always the first node of a collection chain feeding All Elements of Category.",,Native,beginner,revit|selection|categories,organise,,,,,https://dictionary.dynamobim.com/
,All Elements of Category,Dynamo,Revit — Selection,"Collects every element of a chosen category in the model into one list. The standard opening move of audit and batch-edit workflows — all rooms, all doors, all views, in one wire.",,Native,beginner,revit|selection|collection,organise|analyse,,,,,https://dictionary.dynamobim.com/
,Element Types,Dynamo,Revit — Selection,"A dropdown of Revit API class types — FamilyType, Level, View — for type-based collection. Pairs with All Elements of Type to gather things that category selection reaches awkwardly.",,Native,intermediate,revit|selection|types,organise,,,,,https://dictionary.dynamobim.com/
,All Elements of Type,Dynamo,Revit — Selection,"Collects every element of a chosen API class into a list — all levels, all view templates, all family types. The partner to Element Types for model-management graphs.",,Native,intermediate,revit|selection|collection,organise|analyse,,,,,https://dictionary.dynamobim.com/
,Family Types,Dynamo,Revit — Selection,"A dropdown listing every loaded family type in the project, outputting the chosen one. Feeds placement nodes like FamilyInstance.ByPoint with the type to place.",,Native,beginner,revit|selection|families,organise,,,,,https://dictionary.dynamobim.com/
,Levels,Dynamo,Revit — Selection,"A dropdown of the project's levels, outputting the chosen level element. Placement and creation nodes — floors, walls, family instances — take it as their host input.",,Native,beginner,revit|selection|levels,organise,,,,,https://dictionary.dynamobim.com/
,Element.GetParameterValueByName,Dynamo,Revit — Elements,"Reads a named parameter's value from elements — Area from rooms, Mark from doors, Comments from anything. Half of the fundamental read-modify-write pattern behind almost every data workflow in Dynamo.",,Native,beginner,revit|parameters|data,analyse|organise,,measure,,,https://dictionary.dynamobim.com/
,Element.SetParameterByName,Dynamo,Revit — Elements,"Writes a value into a named parameter on elements, in bulk. The other half of read-modify-write — renumbering doors, stamping room data, syncing spreadsheet values into the model. Run in Manual mode and check units and storage types first.",,Native,intermediate,revit|parameters|data|automation,edit|organise,,,,,https://dictionary.dynamobim.com/
,Element.Parameters,Dynamo,Revit — Elements,"Lists every parameter an element carries, with names and values. The discovery tool for finding exactly what a parameter is called before wiring up get or set nodes.",,Native,beginner,revit|parameters|inspection,analyse,,,,,https://dictionary.dynamobim.com/
,Element.Name,Dynamo,Revit — Elements,"Returns the name of an element or type — level names, view names, family type names. A staple for filtering by naming convention and for building reports.",,Native,beginner,revit|data,analyse,,,,,https://dictionary.dynamobim.com/
,Element.Id,Dynamo,Revit — Elements,Returns the element's unique Revit ID. Useful in reports and logs so a human can trace a flagged item back in Revit with Select by ID.,,Native,beginner,revit|data|auditing,analyse|document,,,,,https://dictionary.dynamobim.com/
,Element.Geometry,Dynamo,Revit — Elements,"Extracts an element's geometry as native Dynamo solids and surfaces, ready for measurement, intersection or export. Heavy on big selections — pull geometry from filtered lists, not entire categories.",,Native,intermediate,revit|geometry|extraction,analyse|organise,solid|surface,,,,https://dictionary.dynamobim.com/
,Element.GetLocation,Dynamo,Revit — Elements,"Returns the placement geometry of elements — a point for most families, a curve for walls and beams. The starting point for spatial sorting, setting-out exports and moving things by rule.",,Native,intermediate,revit|location|data,analyse,point|curve,measure,,,https://dictionary.dynamobim.com/
,Element.OverrideColorInView,Dynamo,Revit — Elements,"Overrides the colour of elements in the active Revit view, driven from the graph. The classic model-audit trick: colour every element by parameter value and see problems instantly on screen.",,Native,intermediate,revit|visualisation|auditing,visualise|analyse,view,,,,https://dictionary.dynamobim.com/
,FamilyInstance.ByPoint,Dynamo,Revit — Elements,"Places a family instance of a given type at each input point — hundreds of columns, planting or fixtures in one run. Feed it computed point sets to turn setout logic directly into placed Revit content.",,Native,intermediate,revit|placement|automation,create,point,array,,,https://dictionary.dynamobim.com/
,Wall.ByCurveAndHeight,Dynamo,Revit — Elements,"Creates Revit walls along input curves at a given height, level and wall type. The bridge from generative plan layouts — traced, imported or computed — to real, schedulable walls.",,Native,intermediate,revit|creation|walls,create,curve|solid,,,,https://dictionary.dynamobim.com/
,Floor.ByOutlineTypeAndLevel,Dynamo,Revit — Elements,"Creates a Revit floor from a closed outline of curves, a floor type and a level. Useful for regenerating slabs from computed footprints or batch-building floors across many levels.",,Native,intermediate,revit|creation|floors,create,curve|solid,,,,https://dictionary.dynamobim.com/
,Level.ByElevation,Dynamo,Revit — Elements,"Creates Revit levels at given elevations. Wire in a range and generate a tower's worth of consistently spaced, consistently named levels in seconds.",,Native,intermediate,revit|creation|levels|setup,create|organise,annotation,array,,,https://dictionary.dynamobim.com/
,Grid.ByLine,Dynamo,Revit — Elements,"Creates Revit grids from input lines. Combined with ranges and translated lines, it sets out an entire numbered grid system from a few parameters — spacing, count, extent.",,Native,intermediate,revit|creation|grids|setup,create|organise,curve|annotation,array,,,https://dictionary.dynamobim.com/
,Sheet.ByNameNumberTitleBlockAndViews,Dynamo,Revit — Views,"Creates sheets from lists of names and numbers, a title block type and views to place. The heart of sheet automation — a spreadsheet of the drawing list becomes the actual drawing set.",,Native,advanced,revit|sheets|automation|documentation,create|document|organise,layout|view,,,,https://dictionary.dynamobim.com/
,FloorPlanView.ByLevel,Dynamo,Revit — Views,"Creates a floor plan view for each input level. With Level.ByElevation and sheet nodes it forms the project set-up chain: levels, then plans, then sheets, all generated to standard.",,Native,intermediate,revit|views|automation|setup,create|organise,view,,,,https://dictionary.dynamobim.com/
,ImportInstance.ByGeometry,Dynamo,Revit — Elements,Pushes Dynamo geometry into Revit as an import instance — a quick way to get computed solids and surfaces visible in the project. Good for massing and placeholders; convert to families when elements need data and categories.,,Native,intermediate,revit|geometry|export,create|visualise,solid|surface,,,,https://dictionary.dynamobim.com/
